readLength	qualityScore	positionInRead	N	ExpectedCorrect	EmpiricalCorrect
101	#	50	10382	0.369043	0
101	&	50	137405	0.683772	0.740169561784504
101	'	50	528194	0.748811	0.801112846054669
101	(	50	2006979	0.800474	0.88175512862267
101	)	50	2615100	0.841511	0.910157176964552
101	*	50	3920605	0.874107	0.922014329304788
101	+	50	238312	0.9	0.98835561102672
101	,	50	300604	0.920567	0.991626880776703
101	-	50	727925	0.936904	0.984086254884777
101	.	50	1870661	0.949881	0.994262979246373
101	/	50	1617464	0.960189	0.988723709715332
101	0	50	4813495	0.968377	0.992311638782006
101	1	50	418175	0.974881	0.978929861665571
101	2	50	708831	0.980047	0.987108347546875
101	3	50	2016348	0.984151	0.990738186814974
101	4	50	1761477	0.987411	0.98798619620239
101	5	50	2113046	0.99	0.997334645036124
101	6	50	1567519	0.992057	0.995554111588441
101	7	50	2959295	0.99369	0.998363475910986
101	8	50	6753189	0.994988	0.998403568482978
101	9	50	11830244	0.996019	0.998271890599044
101	:	50	3451342	0.996838	0.998914628401358
101	;	50	7373125	0.997488	0.998853530394913
101	<	50	6943817	0.998005	0.997930951125872
101	=	50	10437720	0.998415	0.999605657614209
101	>	50	6857913	0.998741	0.998937279544519
101	?	50	30114775	0.999	0.999638914467699
101	@	50	19701275	0.999206	0.999334089249706
101	A	50	12932726	0.999369	0.999497635117453
101	B	50	53117126	0.999499	0.999698827970381
101	C	50	32448903	0.999602	0.999727224704607
101	D	50	62987021	0.999684	0.999793143851255
101	E	50	44828329	0.999749	0.999787243374296
101	F	50	109354995	0.9998	0.999891379848455
101	G	50	168952693	0.999842	0.999875345952982
101	H	50	210527309	0.999874	0.999915800193277
101	I	50	295700266	0.9999	0.999912885101274
101	J	50	418934887	0.999921	0.999934047293825
101	#	51	55324	0.369043	0
101	&	51	153007	0.683772	0.732424010404753
101	'	51	577028	0.748811	0.792398306662763
101	(	51	2165067	0.800474	0.878728000931149
101	)	51	2758985	0.841511	0.912180747464375
101	*	51	3795679	0.874107	0.922105110080437
101	+	51	223342	0.9	0.987660184434632
101	,	51	283635	0.920567	0.990755725858936
101	-	51	691743	0.936904	0.983929005613357
101	.	51	1812790	0.949881	0.993506696597509
101	/	51	1575984	0.960189	0.989253047292994
101	0	51	3776857	0.968377	0.991724075084654
101	1	51	377537	0.974881	0.982539455743409
101	2	51	742146	0.980047	0.989551923339883
101	3	51	2089821	0.984151	0.992077314351325
101	4	51	1892690	0.987411	0.989864659002795
101	5	51	2006020	0.99	0.99697309535548
101	6	51	1516925	0.992057	0.996065054167478
101	7	51	2828769	0.99369	0.998382699224645
101	8	51	6607016	0.994988	0.998221438702585
101	9	51	10338498	0.996019	0.998277685463886
101	:	51	2310807	0.996838	0.998694830949535
101	;	51	7310340	0.997488	0.998837543784968
101	<	51	6903621	0.998005	0.998202662319382
101	=	51	9587710	0.998415	0.999555046026317
101	>	51	6866325	0.998741	0.999038648983263
101	?	51	23299760	0.999	0.999541968922898
101	@	51	19184762	0.999206	0.999331953042732
101	A	51	13032509	0.999369	0.999517587431169
101	B	51	42192611	0.999499	0.999659926097274
101	C	51	31581273	0.999602	0.999731224153946
101	D	51	57342686	0.999684	0.999781212442507
101	E	51	42859960	0.999749	0.999793058328472
101	F	51	81953776	0.9998	0.999884733770009
101	G	51	150117197	0.999842	0.999871487878783
101	H	51	206051007	0.999874	0.999914840456854
101	I	51	359400409	0.9999	0.999920206570019
101	J	51	436584276	0.999921	0.999936327395588
101	#	52	6856	0.369043	0
101	&	52	162609	0.683772	0.721798926584629
101	'	52	581694	0.748811	0.788146365269368
101	(	52	2176922	0.800474	0.878419623831722
101	)	52	2718798	0.841511	0.916990887610994
101	*	52	3354274	0.874107	0.923068609847616
101	+	52	222223	0.9	0.98786804200735
101	,	52	288397	0.920567	0.990530379920734
101	-	52	727526	0.936904	0.984968237378459
101	.	52	1831910	0.949881	0.994028081231611
101	/	52	1545204	0.960189	0.989401396407851
101	0	52	3130457	0.968377	0.991805343940836
101	1	52	364829	0.974881	0.982331445943166
101	2	52	757604	0.980047	0.989523549313362
101	3	52	2139233	0.984151	0.992106981993546
101	4	52	1910720	0.987411	0.989779755887833
101	5	52	2038679	0.99	0.997003942715355
101	6	52	1480926	0.992057	0.996346213429977
101	7	52	2873845	0.99369	0.998387867675538
101	8	52	6611180	0.994988	0.998201380235297
101	9	52	9500999	0.996019	0.998257132737515
101	:	52	1785884	0.996838	0.998526784858366
101	;	52	7383759	0.997488	0.998801150515204
101	<	52	6783470	0.998005	0.99815491969066
101	=	52	9701710	0.998415	0.999548634638119
101	>	52	7097363	0.998741	0.999069102129622
101	?	52	20225546	0.999	0.999519917985995
101	@	52	18947856	0.999206	0.999321725678831
101	A	52	13025542	0.999369	0.999509746365947
101	B	52	37851857	0.999499	0.999631520935366
101	C	52	31664781	0.999602	0.999729789092494
101	D	52	55601185	0.999684	0.999779857753463
101	E	52	43177949	0.999749	0.999794548486846
101	F	52	70545291	0.9998	0.999877145014839
101	G	52	133041193	0.999842	0.999864760279697
101	H	52	158281394	0.999874	0.999909864205264
101	I	52	358589724	0.9999	0.99991884382
101	J	52	523937130	0.999921	0.999936397218329
101	#	53	7134	0.369043	0
101	&	53	169795	0.683772	0.718236684660915
101	'	53	608614	0.748811	0.776682776635108
101	(	53	2273197	0.800474	0.871682030618112
101	)	53	2859818	0.841511	0.913095496502923
101	*	53	3120986	0.874107	0.915480566655857
101	+	53	226637	0.9	0.987120361344351
101	,	53	297857	0.920567	0.989850821760105
101	-	53	703455	0.936904	0.98204716783874
101	.	53	1906037	0.949881	0.992513259345438
101	/	53	1564007	0.960189	0.987257093042423
101	0	53	2671898	0.968377	0.989138426067913
101	1	53	364559	0.974881	0.980151360446458
101	2	53	787480	0.980047	0.988369231265555
101	3	53	2233378	0.984151	0.991320762958174
101	4	53	1975663	0.987411	0.988706054806916
101	5	53	2141988	0.99	0.996831446631818
101	6	53	1484106	0.992057	0.995614881320472
101	7	53	3040003	0.99369	0.998040480118606
101	8	53	6801938	0.994988	0.997913386941635
101	9	53	8996936	0.996019	0.997874969625547
101	:	53	1483708	0.996838	0.997937582295844
101	;	53	7667841	0.997488	0.998618122170634
101	<	53	6798457	0.998005	0.997951134588628
101	=	53	10257650	0.998415	0.99945192671372
101	>	53	7428783	0.998741	0.99898152234343
101	?	53	18515183	0.999	0.999400001185297
101	@	53	19362214	0.999206	0.999269720755176
101	A	53	13379971	0.999369	0.999472423199574
101	B	53	35939344	0.999499	0.999569042368248
101	C	53	32894124	0.999602	0.999710105220373
101	D	53	56050744	0.999684	0.999765193873823
101	E	53	44282420	0.999749	0.999782220170398
101	F	53	68535267	0.9998	0.999866115038393
101	G	53	124884677	0.999842	0.999851665501189
101	H	53	139131135	0.999874	0.999904289126385
101	I	53	325518296	0.9999	0.999917765707539
101	J	53	584887965	0.999921	0.999936040221536
101	#	54	13531	0.369043	0
101	&	54	167470	0.683772	0.725431412014092
101	'	54	599186	0.748811	0.788242732600562
101	(	54	2277794	0.800474	0.876937953012432
101	)	54	2918924	0.841511	0.91889169329931
101	*	54	2798360	0.874107	0.919416004515859
101	+	54	238841	0.9	0.987820350773107
101	,	54	313863	0.920567	0.990572315653643
101	-	54	675937	0.936904	0.983667111804798
101	.	54	2043057	0.949881	0.993330086888423
101	/	54	1622994	0.960189	0.988549545462274
101	0	54	2323854	0.968377	0.990879805078977
101	1	54	349369	0.974881	0.981641174712124
101	2	54	802131	0.980047	0.989309721590363
101	3	54	2259385	0.984151	0.992125725469985
101	4	54	1935700	0.987411	0.989413640086792
101	5	54	2155170	0.99	0.997125984913022
101	6	54	1559662	0.992057	0.996322927420813
101	7	54	3217420	0.99369	0.998292421712428
101	8	54	7005574	0.994988	0.998122774636454
101	9	54	6513787	0.996019	0.998552000239646
101	:	54	3236625	0.996838	0.997473291772138
101	;	54	7904851	0.997488	0.99877544162439
101	<	54	6589220	0.998005	0.998154564402766
101	=	54	11021689	0.998415	0.999536449185421
101	>	54	7536141	0.998741	0.999080032458788
101	?	54	17311437	0.999	0.999514279120563
101	@	54	19668873	0.999206	0.99934820776015
101	A	54	13659541	0.999369	0.999530658911599
101	B	54	34575695	0.999499	0.999618837666545
101	C	54	34314248	0.999602	0.999736630208565
101	D	54	57180997	0.999684	0.999787887840116
101	E	54	45110283	0.999749	0.999799949120581
101	F	54	66718326	0.9998	0.999881126484872
101	G	54	121600849	0.999842	0.999859397200204
101	H	54	135163748	0.999874	0.999908536806413
101	I	54	309382161	0.9999	0.999917679048186
101	J	54	607646107	0.999921	0.999936003894126
101	#	55	9454	0.369043	0
101	&	55	155743	0.683772	0.754120575454434
101	'	55	563138	0.748811	0.815768083226493
101	(	55	2195612	0.800474	0.886131518340217
101	)	55	2932588	0.841511	0.921430829771518
101	*	55	2462693	0.874107	0.918966755900146
101	+	55	253766	0.9	0.988083496709564
101	,	55	333680	0.920567	0.99108126223028
101	-	55	694969	0.936904	0.986326012364582
101	.	55	2219488	0.949881	0.993191222223775
101	/	55	1652052	0.960189	0.990013640808521
101	0	55	2046919	0.968377	0.991386068833207
101	1	55	333336	0.974881	0.984553114761083
101	2	55	789013	0.980047	0.99045134484096
101	3	55	2236828	0.984151	0.992476386858534
101	4	55	1839089	0.987411	0.989207694882629
101	5	55	2249793	0.99	0.997453999265712
101	6	55	1576539	0.992057	0.996860207610469
101	7	55	3429942	0.99369	0.998283643993397
101	8	55	7240555	0.994988	0.998181908852842
101	9	55	6022957	0.996019	0.998596848578199
101	:	55	3060105	0.996838	0.997617730330823
101	;	55	8098458	0.997488	0.998812869786198
101	<	55	6299401	0.998005	0.998172370622859
101	=	55	11917836	0.998415	0.999525923829965
101	>	55	7438905	0.998741	0.999109815471902
101	?	55	16410846	0.999	0.99950558126132
101	@	55	19826519	0.999206	0.999357935234974
101	A	55	13825793	0.999369	0.99953325882255
101	B	55	33713128	0.999499	0.99961937615314
101	C	55	35182535	0.999602	0.999744781253994
101	D	55	58999199	0.999684	0.999798701770731
101	E	55	45567701	0.999749	0.999802139442366
101	F	55	68742390	0.9998	0.999877997108466
101	G	55	115037751	0.999842	0.999856460269037
101	H	55	137885109	0.999874	0.999908601947372
101	I	55	296177620	0.9999	0.99991877220823
101	J	55	620105843	0.999921	0.999935723924014
101	#	56	28643	0.369043	0
101	&	56	163255	0.683772	0.751670702949374
101	'	56	573753	0.748811	0.81172039437528
101	(	56	2250671	0.800474	0.88447624634298
101	)	56	3084954	0.841511	0.920111958813324
101	*	56	2201810	0.874107	0.916112208898586
101	+	56	252717	0.9	0.987313850275207
101	,	56	334444	0.920567	0.990381022541889
101	-	56	686906	0.936904	0.985176989020332
101	.	56	2314638	0.949881	0.992692160513222
101	/	56	1640859	0.960189	0.989290373624426
101	0	56	1719964	0.968377	0.990307357632484
101	1	56	334239	0.974881	0.983550690855944
101	2	56	794005	0.980047	0.990080641435508
101	3	56	2299349	0.984151	0.992138658442453
101	4	56	1849142	0.987411	0.988689348414021
101	5	56	2276229	0.99	0.997376793977232
101	6	56	1589367	0.992057	0.996683573255896
101	7	56	3589204	0.99369	0.998202111052478
101	8	56	7330793	0.994988	0.998111102692573
101	9	56	5376521	0.996019	0.998453073783773
101	:	56	3061553	0.996838	0.997367655412792
101	;	56	8345441	0.997488	0.998761594392675
101	<	56	6191272	0.998005	0.998045006074842
101	=	56	12498410	0.998415	0.999499060766049
101	>	56	7737648	0.998741	0.999054225112205
101	?	56	15212240	0.999	0.99948435553436
101	@	56	20327709	0.999206	0.999348282613991
101	A	56	14314741	0.999369	0.999528821500017
101	B	56	32609991	0.999499	0.999597959037492
101	C	56	36995287	0.999602	0.999734151113302
101	D	56	61313021	0.999684	0.999802291545608
101	E	56	47597485	0.999749	0.999800542907719
101	F	56	70221119	0.9998	0.999878664259793
101	G	56	113071012	0.999842	0.999851272338962
101	H	56	137106353	0.999874	0.999908667115483
101	I	56	289002255	0.9999	0.999916621555109
101	J	56	622339893	0.999921	0.999935558061343
101	#	57	147779	0.369043	0
101	&	57	165483	0.683772	0.749992459974739
101	'	57	570509	0.748811	0.809068742449288
101	(	57	2265124	0.800474	0.885465429421082
101	)	57	3191275	0.841511	0.922440718804552
101	*	57	1896470	0.874107	0.916971007681639
101	+	57	262022	0.9	0.988111685362296
101	,	57	346782	0.920567	0.990798246944767
101	-	57	697804	0.936904	0.98449849934652
101	.	57	2434303	0.949881	0.992834507369459
101	/	57	1613245	0.960189	0.98917399575142
101	0	57	1456719	0.968377	0.990081118333734
101	1	57	327960	0.974881	0.983665686891695
101	2	57	802853	0.980047	0.990334462677476
101	3	57	2357821	0.984151	0.992354814994012
101	4	57	1823775	0.987411	0.988989312527038
101	5	57	2352226	0.99	0.997314884884787
101	6	57	1612893	0.992057	0.996852235203452
101	7	57	3818815	0.99369	0.998218804934254
101	8	57	7438087	0.994988	0.998152087186128
101	9	57	4812432	0.996019	0.998546470486231
101	:	57	3080308	0.996838	0.997520698589557
101	;	57	8652791	0.997488	0.998775535728645
101	<	57	6020919	0.998005	0.998097960858631
101	=	57	13293899	0.998415	0.999514669407675
101	>	57	7993042	0.998741	0.999091444002796
101	?	57	14339210	0.999	0.999488123611621
101	@	57	20914947	0.999206	0.999379507089259
101	A	57	14827183	0.999369	0.999533509980016
101	B	57	31893792	0.999499	0.999602308982325
101	C	57	38958601	0.999602	0.999742360141577
101	D	57	63975075	0.999684	0.999807306156157
101	E	57	49729108	0.999749	0.999807639750928
101	F	57	72681135	0.9998	0.999882805316674
101	G	57	111547509	0.999842	0.999851409053465
101	H	57	138963869	0.999874	0.999910854573351
101	I	57	283170463	0.9999	0.999917519210741
101	J	57	617283530	0.999921	0.999937037431197
101	#	58	197372	0.369043	0
101	&	58	168878	0.683772	0.741197798564643
101	'	58	571591	0.748811	0.80510714184618
101	(	58	2301157	0.800474	0.884215634836302
101	)	58	3336987	0.841511	0.921844157717126
101	*	58	1630485	0.874107	0.915753278884503
101	+	58	272019	0.9	0.9877508432683
101	,	58	366753	0.920567	0.990833062867924
101	-	58	729195	0.936904	0.985045155854059
101	.	58	2547715	0.949881	0.992835923391745
101	/	58	1526779	0.960189	0.98875083055832
101	0	58	1229297	0.968377	0.98945738358509
101	1	58	324670	0.974881	0.982305114325313
101	2	58	802345	0.980047	0.989812363297584
101	3	58	2469220	0.984151	0.99186583008521
101	4	58	1805039	0.987411	0.988163138772624
101	5	58	2273957	0.99	0.997433108872771
101	6	58	1569447	0.992057	0.996745972828647
101	7	58	4298529	0.99369	0.997985570209018
101	8	58	7163375	0.994988	0.998101582689584
101	9	58	4143252	0.996019	0.998399077613671
101	:	58	3017251	0.996838	0.997156010380641
101	;	58	9577889	0.997488	0.99865857447899
101	<	58	5897831	0.998005	0.997984008347814
101	=	58	13975243	0.998415	0.999483946666043
101	>	58	8318859	0.998741	0.999055536794769
101	?	58	13525409	0.999	0.999478615941671
101	@	58	21607611	0.999206	0.999352554808998
101	A	58	15479031	0.999369	0.999526594748923
101	B	58	31172087	0.999499	0.999582779533015
101	C	58	41084997	0.999602	0.999738084308122
101	D	58	66987762	0.999684	0.999809742205971
101	E	58	52325479	0.999749	0.99980650454185
101	F	58	75182484	0.9998	0.999884448987597
101	G	58	110411781	0.999842	0.999850708172501
101	H	58	138195969	0.999874	0.999911021429621
101	I	58	277889096	0.9999	0.999915898855511
101	J	58	612401801	0.999921	0.999936044579792
101	#	59	43959	0.369043	0
101	&	59	175323	0.683772	0.744933639442628
101	'	59	573825	0.748811	0.80711365347972
101	(	59	2358291	0.800474	0.887097900047536
101	)	59	3509314	0.841511	0.925022947532479
101	*	59	1382253	0.874107	0.919202919987151
101	+	59	287229	0.9	0.987964294803099
101	,	59	395906	0.920567	0.991748052451846
101	-	59	800133	0.936904	0.987103405371359
101	.	59	2690293	0.949881	0.993602546397363
101	/	59	1477563	0.960189	0.989536130317962
101	0	59	1057584	0.968377	0.990380892413273
101	1	59	325560	0.974881	0.983410118045827
101	2	59	827885	0.980047	0.990269183414363
101	3	59	2581317	0.984151	0.992475165356676
101	4	59	1806367	0.987411	0.988992830897044
101	5	59	2385164	0.99	0.997641664692658
101	6	59	1632810	0.992057	0.997169303230625
101	7	59	4638537	0.99369	0.998137769410269
101	8	59	7226954	0.994988	0.998252784471161
101	9	59	3719182	0.996019	0.998583565584045
101	:	59	3110813	0.996838	0.997521225075567
101	;	59	10126376	0.997488	0.998773324087709
101	<	59	5823382	0.998005	0.998212716255777
101	=	59	14849662	0.998415	0.999535928763026
101	>	59	8725097	0.998741	0.999137320931674
101	?	59	13013323	0.999	0.999539022771432
101	@	59	22525498	0.999206	0.999413902271018
101	A	59	16301216	0.999369	0.999571447781381
101	B	59	30810707	0.999499	0.999613515796213
101	C	59	43615226	0.999602	0.999757136157978
101	D	59	70443351	0.999684	0.999820594493269
101	E	59	55341302	0.999749	0.99982032789946
101	F	59	78352440	0.9998	0.999892341618195
101	G	59	109878888	0.999842	0.99985650149743
101	H	59	142206749	0.999874	0.999913994640333
101	I	59	272466319	0.9999	0.999918190765799
101	J	59	598330334	0.999921	0.999936321615108
101	#	60	49189	0.369043	0
101	&	60	186715	0.683772	0.743898454071713
101	'	60	583411	0.748811	0.806486338135552
101	(	60	2438326	0.800474	0.887360832371881
101	)	60	3731184	0.841511	0.923920403752804
101	*	60	1166633	0.874107	0.917586752430284
101	+	60	302338	0.9	0.988271407616639
101	,	60	409419	0.920567	0.99131207235375
101	-	60	728413	0.936904	0.985420359631144
101	.	60	2820821	0.949881	0.993339159339073
101	/	60	1416780	0.960189	0.989238285500219
101	0	60	890361	0.968377	0.989326798387396
101	1	60	331602	0.974881	0.983359580186488
101	2	60	850159	0.980047	0.990286512394741
101	3	60	2711590	0.984151	0.992489657892602
101	4	60	1809119	0.987411	0.98887967161309
101	5	60	2540637	0.99	0.997580919464687
101	6	60	1691670	0.992057	0.997176154809745
101	7	60	5008975	0.99369	0.998138319974647
101	8	60	7203520	0.994988	0.998268330154008
101	9	60	3333061	0.996019	0.998583291747736
101	:	60	3237553	0.996838	0.997574424374519
101	;	60	10719905	0.997488	0.998772108381838
101	<	60	5723716	0.998005	0.998237855349917
101	=	60	15617265	0.998415	0.999530080957646
101	>	60	9194702	0.998741	0.999174216950478
101	?	60	12581164	0.999	0.999541287610034
101	@	60	23512230	0.999206	0.999432645296639
101	A	60	17160797	0.999369	0.999579922764601
101	B	60	30436374	0.999499	0.999619430929716
101	C	60	46307575	0.999602	0.999766300678213
101	D	60	74343130	0.999684	0.999824528615652
101	E	60	58715544	0.999749	0.999828291220344
101	F	60	81789383	0.9998	0.999892118396416
101	G	60	109419368	0.999842	0.999856900991021
101	H	60	146728005	0.999874	0.999913648242031
101	I	60	267204613	0.9999	0.999917772181317
101	J	60	581943761	0.999921	0.999936569369154
101	#	61	154502	0.369043	0
101	&	61	196721	0.683772	0.745177184520208
101	'	61	593240	0.748811	0.804305177201469
101	(	61	2523820	0.800474	0.887238404348962
101	)	61	3950435	0.841511	0.922955064788307
101	*	61	961948	0.874107	0.916504843835634
101	+	61	321716	0.9	0.98861417450795
101	,	61	438897	0.920567	0.991216600334475
101	-	61	714798	0.936904	0.983959112294662
101	.	61	2977244	0.949881	0.993175905500859
101	/	61	1356286	0.960189	0.988590148854297
101	0	61	788426	0.968377	0.988800474341282
101	1	61	335935	0.974881	0.983493840403648
101	2	61	881252	0.980047	0.990371650411008
101	3	61	2862537	0.984151	0.992502103233948
101	4	61	1815105	0.987411	0.989056283337878
101	5	61	2648475	0.99	0.997545749980272
101	6	61	1779806	0.992057	0.997317693548061
101	7	61	5418946	0.99369	0.998089490068732
101	8	61	7205749	0.994988	0.998253063529828
101	9	61	3046582	0.996019	0.998540666483621
101	:	61	3377576	0.996838	0.997668153675002
101	;	61	11391974	0.997488	0.998770041126411
101	<	61	5646190	0.998005	0.9983153129103
101	=	61	16529765	0.998415	0.999534842616516
101	>	61	9703854	0.998741	0.99918424709028
101	?	61	12385943	0.999	0.99955488795855
101	@	61	24650244	0.999206	0.999447800686965
101	A	61	18149365	0.999369	0.999592061734723
101	B	61	30287542	0.999499	0.999615021864831
101	C	61	49225610	0.999602	0.999769968725325
101	D	61	78690459	0.999684	0.99982901444944
101	E	61	62382821	0.999749	0.999830956906182
101	F	61	85761463	0.9998	0.999895258833189
101	G	61	108961293	0.999842	0.999858593952662
101	H	61	152361924	0.999874	0.999915353630995
101	I	61	261070233	0.9999	0.999918301280266
101	J	61	562258124	0.999921	0.999936677012732
101	#	62	137854	0.369043	0
101	&	62	208355	0.683772	0.746259978709414
101	'	62	602926	0.748811	0.798107912657606
101	(	62	2621599	0.800474	0.885304726146906
101	)	62	4154613	0.841511	0.918783758897158
101	*	62	774671	0.874107	0.911220379412679
101	+	62	341848	0.9	0.988588490975521
101	,	62	488124	0.920567	0.99056181800731
101	-	62	776212	0.936904	0.983594680562784
101	.	62	3114718	0.949881	0.992153705329984
101	/	62	1272107	0.960189	0.987304531555915
101	0	62	706858	0.968377	0.987614215628881
101	1	62	337516	0.974881	0.982851166697282
101	2	62	902295	0.980047	0.99020164502851
101	3	62	2983510	0.984151	0.992332844098395
101	4	62	1791295	0.987411	0.98889349610254
101	5	62	2778712	0.99	0.997527651239855
101	6	62	1846323	0.992057	0.997249673652443
101	7	62	5804358	0.99369	0.998026313463091
101	8	62	7053404	0.994988	0.998188113781375
101	9	62	2778011	0.996019	0.998460054786321
101	:	62	3493262	0.996838	0.997708154516323
101	;	62	11986701	0.997488	0.99875395950095
101	<	62	5504214	0.998005	0.998293140158796
101	=	62	17169953	0.998415	0.999519165125029
101	>	62	10182616	0.998741	0.999202178436465
101	?	62	12257140	0.999	0.999564580353818
101	@	62	25658644	0.999206	0.999452544070959
101	A	62	19092227	0.999369	0.999591619266363
101	B	62	30015058	0.999499	0.999613229251897
101	C	62	52016482	0.999602	0.999775296169549
101	D	62	83646118	0.999684	0.999831484573213
101	E	62	66248777	0.999749	0.999837748418103
101	F	62	89967087	0.9998	0.999896753138465
101	G	62	107761420	0.999842	0.999858594400381
101	H	62	158409358	0.999874	0.999917840004302
101	I	62	254440047	0.9999	0.999919544213518
101	J	62	543446526	0.999921	0.999937662054586
101	#	63	218434	0.369043	0
101	&	63	218695	0.683772	0.743871589496789
101	'	63	605603	0.748811	0.800321315282454
101	(	63	2716635	0.800474	0.887582977816305
101	)	63	4336396	0.841511	0.920675136725982
101	*	63	597520	0.874107	0.912113408808073
101	+	63	361684	0.9	0.988542477391865
101	,	63	525657	0.920567	0.991395533412471
101	-	63	745123	0.936904	0.983743625490021
101	.	63	3273978	0.949881	0.992691168117196
101	/	63	1208196	0.960189	0.987434986407834
101	0	63	652225	0.968377	0.987708227642302
101	1	63	339722	0.974881	0.982827135660922
101	2	63	933516	0.980047	0.990430795745332
101	3	63	3142803	0.984151	0.992615507246238
101	4	63	1770418	0.987411	0.988743913385427
101	5	63	2942264	0.99	0.997529452534851
101	6	63	1940823	0.992057	0.99733515124357
101	7	63	6252782	0.99369	0.998032541560701
101	8	63	6890011	0.994988	0.998213499943614
101	9	63	2600771	0.996019	0.998403537858199
101	:	63	3631794	0.996838	0.997756200103861
101	;	63	12714043	0.997488	0.998773549744327
101	<	63	5396953	0.998005	0.998320331876153
101	=	63	17793881	0.998415	0.999514263506202
101	>	63	10751142	0.998741	0.99920512681304
101	?	63	12306104	0.999	0.999546142906156
101	@	63	26750141	0.999206	0.999448481031745
101	A	63	20155369	0.999369	0.999599155039383
101	B	63	29858162	0.999499	0.999595319857432
101	C	63	55012711	0.999602	0.999773497870937
101	D	63	89317670	0.999684	0.999832354991952
101	E	63	70633987	0.999749	0.999838339895282
101	F	63	94384711	0.9998	0.999899896670223
101	G	63	106825756	0.999842	0.999859779277273
101	H	63	163925730	0.999874	0.999917981865647
101	I	63	246997771	0.9999	0.999918578192825
101	J	63	522993544	0.999921	0.999937591037197
101	#	64	143331	0.369043	0
101	&	64	230625	0.683772	0.743154450905149
101	'	64	596999	0.748811	0.797140384144697
101	(	64	2756423	0.800474	0.888364730526847
101	)	64	4338888	0.841511	0.920887116808959
101	*	64	429206	0.874107	0.91219835232499
101	+	64	384771	0.9	0.989037626881963
101	,	64	567833	0.920567	0.991263270399925
101	-	64	784562	0.936904	0.983565360500509
101	.	64	3349622	0.949881	0.992500028382007
101	/	64	1109016	0.960189	0.986511453174706
101	0	64	544207	0.968377	0.987679302574203
101	1	64	406290	0.974881	0.98296783275985
101	2	64	950603	0.980047	0.990536542226354
101	3	64	2647133	0.984151	0.991281124759125
101	4	64	2317543	0.987411	0.991102646755207
101	5	64	3058559	0.99	0.997541989789963
101	6	64	2005643	0.992057	0.997318556879265
101	7	64	6293346	0.99369	0.998012809468923
101	8	64	6941706	0.994988	0.998232139746484
101	9	64	2448973	0.996019	0.99834093041818
101	:	64	3755887	0.996838	0.997759773786325
101	;	64	13218164	0.997488	0.998750525202441
101	<	64	4707135	0.998005	0.998284511827684
101	=	64	18192475	0.998415	0.999499789562992
101	>	64	11932874	0.998741	0.999198333664212
101	?	64	12503716	0.999	0.999566297535548
101	@	64	27750244	0.999206	0.999462650452084
101	A	64	21184326	0.999369	0.999602152497794
101	B	64	29747158	0.999499	0.99959700573574
101	C	64	58047532	0.999602	0.999780836397179
101	D	64	95747412	0.999684	0.999837772109047
101	E	64	75348143	0.999749	0.999841720824561
101	F	64	99330210	0.9998	0.999902155118227
101	G	64	105352751	0.999842	0.999859875618056
101	H	64	170175402	0.999874	0.999918577607803
101	I	64	239472931	0.9999	0.999918733098543
101	J	64	501887203	0.999921	0.999937611912518
101	#	65	141797	0.369043	0
101	&	65	244170	0.683772	0.743301795101774
101	'	65	599877	0.748811	0.799507234958168
101	(	65	2889504	0.800474	0.890468738342635
101	)	65	4471939	0.841511	0.922151658767258
101	*	65	307825	0.874107	0.912450249083082
101	+	65	407415	0.9	0.988967018919283
101	,	65	607402	0.920567	0.991593706561716
101	-	65	726660	0.936904	0.983325065012523
101	.	65	3414699	0.949881	0.992829533407776
101	/	65	1022013	0.960189	0.986930670579533
101	0	65	511134	0.968377	0.987609875719478
101	1	65	417008	0.974881	0.983448748438878
101	2	65	986582	0.980047	0.990947524782532
101	3	65	2801603	0.984151	0.991833232464057
101	4	65	2338565	0.987411	0.991439195634503
101	5	65	3223012	0.99	0.997616516244123
101	6	65	2100740	0.992057	0.997595132969811
101	7	65	6704210	0.99369	0.998050022251244
101	8	65	6646372	0.994988	0.998356562555179
101	9	65	2363681	0.996019	0.998424485575253
101	:	65	3950136	0.996838	0.99794209490053
101	;	65	13991737	0.997488	0.998812093477315
101	<	65	4599533	0.998005	0.998464638735931
101	=	65	18470727	0.998415	0.999510859066619
101	>	65	12664858	0.998741	0.999243581641815
101	?	65	12905158	0.999	0.999590320719204
101	@	65	28854940	0.999206	0.999497217350236
101	A	65	22393376	0.999369	0.999630952531186
101	B	65	29785213	0.999499	0.999617369382151
101	C	65	61390673	0.999602	0.999792330641822
101	D	65	102861793	0.999684	0.999845437203987
101	E	65	80568645	0.999749	0.999854433221882
101	F	65	104468171	0.9998	0.999904979633959
101	G	65	104036386	0.999842	0.999864818212592
101	H	65	176168769	0.999874	0.999921189463622
101	I	65	231328573	0.9999	0.999919765361759
101	J	65	478189405	0.999921	0.999938377696048
101	#	66	179428	0.369043	0
101	&	66	252501	0.683772	0.744163392984583
101	'	66	587428	0.748811	0.799847816620931
101	(	66	2946106	0.800474	0.892719078973736
101	)	66	4427760	0.841511	0.923511192351438
101	*	66	206238	0.874107	0.910826322064799
101	+	66	428127	0.9	0.989545150371269
101	,	66	630961	0.920567	0.991723726552036
101	-	66	696155	0.936904	0.982358813578874
101	.	66	3428634	0.949881	0.993274000391119
101	/	66	929448	0.960189	0.986193952658997
101	0	66	490537	0.968377	0.987468841997647
